Prov/Muni,NOV-2018,DEC-2018,JAN-2019,FEB-2019,MAR-2019,APR-2019
Diffun,349.35,240.8,82.88,74.78,119.16,106.61
Maddela,368.91,249.85,87.97,80.45,127.5,111.59
Nagtipunan,352.68,224.31,88.54,78.33,126.73,116.14
Saguday,357.45,204.24,98.99,84.68,127.3,123.93
Rizal,273.62,223.12,56.23,34.02,52.45,49.42
Angono,342.29,242,71.88,46.81,73.26,83.23
Antipolo City,311.2,222.26,65.77,41.38,70.29,70.1
Baras,275.96,209.65,64.41,41.96,67.04,57.56
Binangonan,290.63,232.94,68.18,41.89,69.19,61.28
Cainta,257.56,185.39,57.09,34.96,56.43,52.05
Cardona,219.22,176.22,42.75,25.89,41.32,41.1
Jala-Jala,318.11,278.59,89.76,54.42,86.27,67.79
Morong,156.6,109.31,19.84,12.12,16.83,28.95
Pililla,178.15,140.53,34.36,19.89,30.37,34.42
Rodriguez,245.66,209.52,47.31,28.19,42.29,40.04
San Mateo,267.54,247.69,57.49,33.74,49.5,41.75
Tanay,299.87,265.81,55.3,32.6,44.51,37.65
Taytay,294.83,267.17,56.3,30.69,42.49,37.39
Teresa,301.34,269.29,59.26,33.85,43.85,39
Romblon,229.51,169.3,86.43,42.56,49.01,53.5
Alcantara,260.79,176.55,78.17,43.04,34.35,46.94
Banton,133.4,88.69,42.62,21.63,21.01,28.57
Cajidiocan,239.12,166.28,85.96,45.18,43.75,54.65
Calatrava,239.34,177.5,87.32,45.19,50.31,57.03
Concepcion,234.47,166.49,83.3,40.08,49.92,55.86
Corcuera,230.35,169.72,93.63,50.24,58.37,61.15
Ferrol,230.21,166.5,90.34,45.96,56.96,57.87
Looc,227.16,174.29,86.04,42.23,46.66,55.77
Magdiwang,248.14,172.52,104.45,47.37,63.61,58.98
Odiongan,236.83,175.22,91.4,42.51,51.54,56.42
Romblon,224.28,161.98,99.52,42.02,66.52,58.37
San Agustin,227.54,177.67,90.75,41.02,55.93,55.58
San Andres,209.76,165.85,71.6,34.84,37.04,50.97
San Fernando,232.33,182.93,90.3,44.72,51.5,53.45
San Jose,238.8,176.25,78.44,44.43,39.02,51.4
Santa Fe,208.9,155.74,72,40.51,35.46,43.38
Santa Maria,248.94,177.66,88.08,48.57,43.34,49.71
Samar,407.01,506.56,369.98,228.07,244.86,158.24
Almagro,429.59,545.39,371.95,209.98,250.19,168.09
Basey,440.24,545.18,392.59,229.18,269.67,164.79
Calbayog City,421.7,517.94,366.28,223.36,252.83,167.1
Calbiga,438.03,542.67,381.38,233.59,269.68,173.1
Catbalogan City,382.88,474.11,338.36,210.19,227,151.74
Daram,388.66,451.13,339.29,211.9,213.57,147.25
Gandara,411.61,497.51,361.19,222.9,250.11,161.84
Hinabangan,393.2,468.04,352.52,211.71,230.19,153.21
Jiabong,305.13,375.31,297.76,183.66,187.47,121.26
Marabut,381.38,447.74,336.46,195.04,221.4,148.42
Matuguinao,401.31,480.5,366.7,220.27,243.77,155.48
Motiong,326.89,403.3,299.94,185.27,206.89,127.67
Pagsanghan,357.72,426.62,324.38,183.04,209.17,128
Paranas,407.08,507.27,363.88,223.57,248.04,154.09
Pinabacdao,422.58,542.7,374.38,235.12,257.86,165.09
San Jorge,394.23,500.49,368.38,230.9,234.53,152.11
San Jose de Buan,420.68,534.59,380.71,242.76,254.64,160.97
San Sebastian,451.65,602.31,401.56,265.42,294.89,185.36
Santa Margarita,417.05,533.94,388.04,249.98,250.23,161.96
Santa Rita,423.82,544.01,391.54,253.52,256.62,162.32
Santo Nino,443.79,588.16,406.51,265.1,271.29,177.82
Tagapul-An,417.47,556.36,406.64,260.4,256.17,163.92
Talalora,436.16,564.38,412.01,268.87,264.98,175.73
Tarangnan,415.15,533.66,410.48,264.26,252.19,165.4
Villareal,397.7,516.14,417.27,259.24,229.63,157.88
Zumarraga,398.3,527.86,439.79,261.04,234.26,160
Sarangani,160.21,135.59,123.96,95.59,112.25,99.88
Alabel,136.59,128.51,112.38,97.22,106.53,89.6
Glan,157.59,152.33,121.67,105.09,122.02,104.7
Kiamba,162.31,139.26,119.48,96.92,114.02,105.31
Maasim,179.43,133.51,117.61,93.8,113.42,107.97
Maitum,165.03,125.42,128.31,94.22,112.8,98.1
Malapatan,156.98,130.19,129.92,88.43,103.12,94.57
Malungon,166.09,131.55,138.13,90.04,110.52,97.65
Shariff Kabunsuan,219.43,159.24,110.73,112.57,152.52,168.05
Barira,278.78,227.63,135.51,143.62,206.12,199.73
Buldon,248.28,196.48,129.66,134.86,196.76,205.82
Datu Blah T. Sinsuat,221.11,165.47,122.46,120.97,164.92,194.71
Datu Odin Sinsuat,187.67,138.56,108.26,108.62,133.85,162.92
Kabuntalan,203.55,145.69,106.54,109.24,135.55,151.97
Matanog,193.26,139.1,93.6,95.79,120.51,155.27
Northern Kabuntalan,200.52,146.68,100.5,103.55,127.32,146.9
Parang,201.1,145.99,96.95,98.33,125.15,148.56
Sultan Kudarat,197.82,132.42,95.38,98.23,132.05,144.01
Sultan Mastura,211.89,123.16,96.17,101.56,143.14,146.35
Upi,239.13,152.69,103.91,102.28,149.5,146.76
Siquijor,174.8,123.22,109.1,64.62,88.07,47.93
Enrique Villanueva,177.11,125.18,109.98,67.18,103.24,52.09
Larena,180.72,130.51,109.63,67.29,98.87,50.14
Lazi,183.21,129.76,111.54,66.39,91.01,50.49
Maria,186.98,131.15,117.23,68.29,92.21,50.36
San Juan,182.56,131.21,117.66,70.23,79.4,47.28
Siquijor,147.63,100.49,94.28,53.4,69.6,39.91
Sorsogon,357.39,456.56,298.49,198.28,174.48,117.68
Barcelona,331.33,448.3,296.69,184.06,174.96,127.05
Bulan,330.91,419.08,262.18,171.66,151.62,113.35
Bulusan,360.6,440.28,277.57,184.26,155.92,110.45
Casiguran,333.06,409.29,285.78,191.63,158.54,123.13
Castilla,358.22,437.37,287.83,196.48,160.18,114.75
Donsol,357.46,449.85,305.89,211.03,166.04,119.72
Gubat,363.06,451.17,297.43,199.97,156.8,122.93
Irosin,373.91,505.77,336.36,241.69,200.31,119.92
Juban,352.48,441.11,290.06,195.7,168.51,116.84
Magallanes,368.62,498.06,314.93,221.93,191.7,113.8
Matnog,360.49,482.32,315.35,203.87,201.99,123.45
Pilar,373.52,484.79,311.7,206.24,190.25,120.22
Prieto Diaz,360.57,452.3,304.29,195.29,184.02,116.77
Santa Magdalena,381.29,491.09,315.76,204.71,198.66,122.58
Sorsogon City,357.56,450.54,294.95,180.52,171.97,112.45
South Cotabato,144.52,116.95,105.18,98.78,112.15,100.98
Banga,128.64,107.53,93.46,91.76,111.29,90.83
General Santos City,134.28,120.94,98.34,100.47,113.17,96.48
Koronadal City,146.92,125.02,100.63,100.38,115.02,101.12
Lake Sebu,152.54,124.73,105.06,104.74,122.89,107.54
Norala,122.4,102.31,103.37,98.89,111.88,105.66
Polomolok,164.55,124.57,110.86,105.27,123.28,115.43
Santo Nino,142.04,115.01,106.99,102.67,120.78,113.25
Surallah,136.59,114.98,106.05,97.82,109.91,103.37
Tampakan,129.01,106.14,105.84,98.67,105.96,100.11
Tantangan,168.82,133,106.34,104.45,123.14,116.62
T'Boli,151.55,116.14,106.92,94.72,101.92,93.12
Tupi,137.46,98.17,116.63,83.12,88.92,78.43
Southern Leyte,340.91,459.55,424.54,239.45,243.97,159.79
Anahawan,420.39,498.32,471.71,201.59,250.62,209.8
Bontoc,406.9,498.37,451.92,211.1,252.37,201.65
Hinunangan,376.94,474.46,423.29,216.96,255.82,182.88
Hinundayan,382.88,496.22,430.77,220.67,266.89,188.34
Libagon,368.42,464.33,418.3,222.83,249.03,172.18
Liloan,370.98,479.15,438.73,233.17,265.61,176.25
Limasawa,320.71,413.72,372.87,222.05,215.92,140.85
Maasin City,361.04,483.15,432.91,251.8,260.22,172.36
Macrohon,322.98,426.71,398.67,235.45,228.74,139.43
Malitbog,365.06,490.71,438.78,259.33,271.05,174.71
Padre Burgos,313.41,460.14,451.91,279.86,239.93,154.11
Pintuyan,320.39,448.12,384.65,238.75,228.5,143.84
Saint Bernard,285.32,386.83,358.08,215.8,204.83,118.92
San Francisco,310.55,439.21,414.16,245.58,223.14,136.64
San Juan,284.88,371.05,368.01,218.88,190.88,94.42
San Ricardo,300.25,436.25,389.73,241.74,214.37,127.68
Silago,319.18,475.9,441.66,267.77,243.82,151.59
Sogod,322.7,480.61,465.76,271.57,257.34,158
Tomas Oppus,279.3,416.44,428,251.39,247.85,146.43
Sultan Kudarat,193.44,129.27,107.01,107.83,137.02,135.98
Bagumbayan,175.56,112.83,103.8,97.41,131.72,129.96
Buluan Lake,163.25,102.63,94.37,90.11,123.38,112.76
Columbio,188.69,129.09,105.58,102.24,132.74,126.55
Esperanza,152.81,125.22,96.3,87.48,113.48,88.45
Isulan,191.1,135.36,103.63,103.63,127.61,122.09
Kalamansig,200.92,139.01,108.87,109.98,134.34,136.13
Lambayong,187.67,136.6,98.46,102.07,126.45,119.77
Lebak,194.56,134.75,105.55,112.9,136.63,136.5
Lutayan,209.21,143.13,110.69,119.07,146.25,141.38
Palimbang,215.07,121.85,112.32,122.83,154.08,161.85
President Quirino,207.4,113.26,115.37,124.57,160.19,162.39
Sen. Ninoy Aquino,207.77,134.79,117.59,117.47,151.82,156.71
Tacurong City,200.32,137.22,112.78,101.86,140.43,165.05
Sulu,164.01,129.28,99.17,84.24,93.4,114.13
Hadji Panglima Tahil,195.92,150.52,65.1,60.16,73.3,104.57
Indanan,114.38,89.43,55.88,45.49,55.09,65.76
Jolo,200.45,149.42,99.73,92.07,110.74,141.07
Kalingalan Caluang,169.88,135.85,80.23,69.4,83.72,108.18
Lugus,103.47,69.58,63.71,32.24,52.81,69.56
Luuk,129.93,106.5,67.79,50.74,62.93,85.45
Maimbung,194.57,158.08,123.73,108.99,118.87,167.46
Old Panamao,186.12,124.61,113.93,93.78,102.47,124.35
Pandami,169.27,133.1,119.92,100.48,111.43,144.89
Panglima Estino,181.27,121.01,113.19,94.48,103.1,124.97
Pangutaran,174.95,139.56,114.34,94.14,104.28,131.77
Parang,186.03,135.43,115.83,104.51,114.39,143.95
Pata,182.78,147.86,115.76,88.99,96.63,112.04
Patikul,192.45,166.51,102.17,94.1,105.83,132.66
Siasi,169.17,148.63,118.59,92.42,94.75,103.85
Talipao,142.3,130.78,97.03,80.41,81.18,94.24
Tapul,120.37,93.56,55.29,55.02,61.58,74.66
Tongkil,156.59,116.82,109.94,104.53,110.3,110.33
Surigao del Norte,354.18,510.04,537.83,342.77,315.14,230.26
Alegria,355.25,518.91,549.33,301.79,268.11,207.56
Bacuag,362,506.96,550.86,297.74,274.76,205.65
Burgos,153.26,193.51,266.81,156.23,128.74,65.79
Claver,357.39,486.46,552.27,311.05,287.88,207.82
Dapa,353.8,480.6,538.31,313.24,299.54,215
Del Carmen,354.99,480.64,522.53,313.47,304.31,220.35
General Luna,368.29,507.5,551.79,323.24,333.91,243.59
Gigaquit,353.25,486.15,518.91,318.33,306.95,223.16
Mainit,363.1,482.81,540.08,326.77,327.66,238
Mainit Lake,348.59,487.57,513.68,323.41,289.97,213.78
Malimono,351.61,496.76,524.79,338.49,352.23,237.69
Pilar,316.36,441.79,498.19,302.4,271.96,189.76
Placer,348.65,510.14,520.46,345.14,338.87,225.38
San Benito,356.88,524.07,543.88,359.91,337.63,253.84
San Francisco,357.54,516.35,545.12,348.07,315.87,245.72
San Isidro,349.1,519.14,546.54,380.22,308.35,241.02
Santa Monica,361.81,535.32,551.21,372.18,331.29,262.83
Sison,359.43,531.33,552.66,363.79,321.12,243.93
Socorro,361.12,552.17,547.04,377.82,326.31,255.14
Surigao City,360.25,553.51,550.75,389.34,336.5,250.87
Tagana-An,357.25,558.71,548.61,400.02,339.51,241.61
Tubod,371.78,616.46,569.52,429.35,374.89,266.53
Surigao del Sur,346.43,563.76,599.4,394.84,374.85,274.31
Barobo,355.01,537.75,549.34,387.05,326.8,236.98
Bayabas,360.27,584.04,571.2,418.1,362.71,257.15
Bislig City,350.57,570.8,568.16,412.92,354.74,247.73
Cagwait,349.52,578.33,572.98,421.5,362.06,248.24
Cantilan,347.74,580.9,576.54,419.35,371.95,245.03
Carmen,348.24,573.31,585.78,412.48,373.77,246.47
Carrascal,345.86,558.81,597.39,411.49,381.08,251.46
Cortes,333.53,536.27,618.48,419.68,408.25,268.07
Hinatuan,335.1,534.12,620.24,411.6,382.76,264.52
Lanuza,335.75,535.39,629.57,404.03,383.32,269.64
Lianga,330.59,541.27,624.31,412.37,407.1,272.57
Lingig,342.04,565.08,627.45,409.52,393.65,276.25
Madrid,347.56,566.93,624.68,397.75,385.42,272.79
Marihatag,349.97,564.37,626.38,393.53,384.46,274.63
San Agustin,344.68,553.26,608.46,377.03,384.27,267.5
San Miguel,352.62,594.2,610.4,370.38,378.54,299.72
Tagbina,356.06,603.91,606.18,370.84,382.16,321.75
Tago,349.68,604.23,605.29,364.39,366.63,339.47
Tandag City,343.95,523.09,569.83,350.13,355.39,305.19
Tarlac,63.42,18.47,4.31,7.36,21.31,54.59
Anao,42.05,7.48,3.09,2.39,17.77,60.84
Bamban,50.3,10.42,3.56,4.91,24.34,60.33
Camiling,41.37,7.61,3.08,4.13,18.69,54.49
Capas,51.37,15.67,3.54,7.85,26.14,60.21
Concepcion,36.53,6.19,3.86,4.83,15.85,48.95
Gerona,65.35,22.75,4,11.19,27.99,63.44
La Paz,27.74,5.77,4.36,5.93,16.87,51.01
Mayantoc,67.69,20.18,3.99,9.1,22.6,58.53
Moncada,54.56,12.45,6.18,7.5,17.95,51.1
Paniqui,90.16,31.8,4,10.86,27.08,65.9
Pura,70.76,20.29,6.42,8.32,21.48,50.55
Ramos,77.15,11.47,6.9,6.87,21.5,46.5
San Clemente,85.78,30.2,3.55,9.27,22.33,59.53
San Jose,74,22.21,5.2,7.64,18.9,50.81
San Manuel,81.41,21.58,4.66,6.1,17.56,52.15
Santa Ignacia,72.54,20.44,4.59,7.15,19.22,47.15
Tarlac City,76.63,24.22,4.75,6.77,18.28,45
Victoria,86.67,32.19,4.45,7.89,22.35,51.66
Tawi-Tawi,167.1,186.5,124.6,99.02,106.45,100.89
Bongao,196.04,256.14,211.67,70.06,80.01,86.73
Languyan,143.72,171.21,137.94,87.81,75.72,66.09
Mapun,166.05,171.35,81.82,68.86,88.44,99.92
Panglima Sugala,175.94,176.42,106.76,93.5,107.06,109.57
Sapa-Sapa,192.98,195.7,116.25,106.96,116.8,121.16
Sibutu,175.57,187.16,129.08,110.66,120.82,117.17
Simunul,147.61,163.33,117.66,96.83,104.71,101.43
Sitangkai,168.53,193.11,128.5,117.06,127.26,122.12
South Ubian,135.8,157.55,92.44,86.48,99.38,86.49
Tandubas,170.74,196.18,127.85,128.45,136.75,113.42
Turtle Islands,180.15,201.8,124.01,133.79,139.29,116.5
Zambales,70.28,28.74,3.23,3.48,14.88,41.39
Botolan,58.84,25.68,3.97,4.25,25.71,52.64
Cabangan,71.07,26.84,3.2,4.94,27.94,59.19
Candelaria,73.17,30.94,3.54,5.45,24.89,58.99
Castillejos,59.72,26.42,3.15,2.89,18.4,47.88
Iba,67.44,28.84,3.29,1.86,13.97,46.11
Masinloc,63.95,15.46,2.88,2.91,12.18,41.5
Olongapo City,65.96,19.63,2.99,3.58,9.97,38.78
Palauig,79.7,21.49,2.97,3.24,11,41.07
San Antonio,74.61,21.24,2.58,3.3,13.8,40.95
San Felipe,82.82,31.25,2.78,3.82,14.28,39.56
San Marcelino,66.08,27.12,2.93,3.15,7.55,29.52
San Narciso,104.18,63.64,3.38,2.23,12.89,35.3
Santa Cruz,77.95,41.02,3.09,3.19,6.43,25.41
Subic,71.12,36.44,3.31,1.79,3.14,21.19
Zamboanga del Norte,284.49,216.54,122.85,91.13,121.72,112.69
Bacungan,275.49,216.7,131.44,73.5,87.35,71.33
Baliguian,344.39,290.7,156.55,87.1,115.92,99.47
Dapitan City,340.5,268.47,148.7,89.45,116.59,98
Dipolog City,339.11,261.51,147.82,94.41,116.97,98.9
Godod,343.36,275.05,150.1,99.01,128.25,111.19
Gutalac,333.66,270.88,144.12,103.75,127.83,106.32
Jose Dalman,312.55,234.59,130.17,99.18,115.39,98.22
Kalawit,336.87,276.87,142.62,107.46,135.85,110.33
Katipunan,315.24,245.53,136.5,107.37,125.21,100.74
La Libertad,327.09,278.05,146.87,112.26,141.76,113.57
Labason,301.79,237.35,131.59,111.3,133.23,108.54
Liloy,288.02,213.15,124.52,108.96,128.64,105.7
Manukan,252.25,169.89,103.51,92.16,121,115.11
Mutia,283.58,202.19,108.93,114.93,135.72,119.94
Pinan,250.48,177.39,115.73,91.44,133.66,131.78
Polanco,285.93,196.31,110.89,109.92,137.21,133.54
Pres. Manuel A. Roxas,233.33,173.94,114.59,86,132.22,128.74
Rizal,249.66,163.77,120.53,100.66,146.85,149.74
Salug,294.75,207.71,114.63,113.15,147.06,155.9
Sergio Osmena Sr.,254.44,185.92,119.78,93.99,144.19,141.59
Siayan,276.49,200.02,121.88,100.88,152.43,151.4
Sibuco,257.48,195.36,108.88,77.49,125.22,127.86
Sibutad,262.47,210.07,99.14,67.93,115.71,120.1
Sindangan,267.71,215,91.9,64.98,110.63,116.28
Siocon,223.47,155.71,84.67,65.61,86.72,94.41
Sirawai,164.18,89.52,80.84,65.87,56.74,56.26
Tampilisan,162.68,91.09,83.66,67.9,59.61,64.82
Zamboanga del Sur,251.03,204.15,129.52,108.69,140.89,133.06
Aurora,318.34,267.15,150.12,120.72,150.12,120.23
Bayog,315.3,265.12,155.96,127.55,154.03,125.2
Dimataling,315.82,277.49,170.54,134.49,158.64,125.51
Dinas,288.3,243.91,142.82,129.82,152.95,139.49
Dumalinao,291.87,249.07,162.11,134.02,157.35,134.5
Dumingag,287.24,247.75,152.16,132.8,158.14,139.04
Guipos,314.48,245.64,137.67,130.13,166.14,157
Josefina,307.27,254.66,135.31,131.39,167.63,155.17
Kumalarang,282.62,252.81,144.94,132.32,167.96,141.75
Labangan,293.15,253.05,160.95,135.23,168.15,138.1
Lakewood,298.45,241.37,136.08,129.45,168.57,155.85
Lakewood Lake,270.48,235.7,149.33,129.46,163.89,129.5
Lapuyan,280.78,238.18,156.39,132.58,168.25,135.53
Mahayag,296.92,231.48,134.65,126.4,167.88,160.27
Margosatubig,265.89,230.86,152.59,128.95,163.12,131.74
Midsalip,290.87,225.23,133.49,122.28,170.47,161.59
Molave,258.05,225.5,142.8,121.99,156.81,136.86
Pagadian City,263.78,227.9,136.58,119.97,161.61,150.08
Pitogo,258.12,221.59,134.5,112.66,157.88,151.47
Ramon Magsaysay,236.85,207.15,133.94,109.54,151.77,147.46
San Miguel,252.06,218.54,135.45,110.56,156.77,149.45
San Pablo,237.7,206.7,133.28,106.87,154.8,152.09
Sominot,231.56,196.84,133.42,100.36,146.99,157.27
Tabina,224.99,194.09,131.69,101.53,152.95,156.64
Tambulig,226.38,187.29,130,98.91,147.71,154.94
Tigbao,222.44,189.16,126.63,96.43,148.63,153.96
Tukuran,215.54,158.97,113.58,81.19,124.79,138.39
Vincenzo A. Sagun,200.4,142.75,94.65,69.74,98.68,113.36
Zamboanga City,163.65,104.42,81.19,65.44,76.63,91.48
Zamboanga Sibugay,225.95,185.57,123.2,94.56,152.5,155.82
Alicia,263.61,184.75,129.4,100.53,166.6,165.96
Buug,270.6,197.58,129.19,104.02,168.49,169.04
Diplahan,237.51,174.68,127.18,92.45,151.99,155.1
Imelda,288.58,210.41,133.98,113.19,175.08,180.69
Ipil,243.64,189.77,121.44,96.15,144.59,148.3
Kabasalan,254.48,193.24,130.07,102.47,159.3,165.7
Mabuhay,193.81,155.67,102.26,72.47,117.11,118.09
Malangas,256.3,199.61,125.9,99.74,153.08,158.42
Naga,230.29,188.21,121.9,90.21,145.49,149.18
Olutanga,250.21,206.6,132.35,107.27,164.19,167.62
Payao,222.35,188.27,119.82,89.36,142.89,146.05
Roseller Lim,216.08,188.61,118.23,88.89,143.22,146.87
Siay,208.21,186.22,117.47,89.08,145.76,148.69
Talusan,200.67,200.41,133.53,104.45,177.35,174.76
Titay,175.94,164.77,108.58,81.98,135.25,140.97
Tungawan,180.82,172.04,126.28,95.66,162.1,166.23
