Prov/Muni,Dec_2018,Jan_2019,Feb_2019,Mar_2019,Apr_2019,May_2019
Cabarroguis,180.46,67.63,60.78,105.47,106.22,208.47
Diffun,168.24,57.64,51.76,90.86,98.69,208.66
Maddela,311.86,104.96,95.44,142.4,113.06,226.58
Nagtipunan,208.04,85.33,75.58,122.76,117.12,233.98
Saguday,156.98,61.38,52.75,94.66,89.11,192.35
Rizal,222.76,56.11,34.18,52.58,49.39,178.88
Angono,155.5,24.9,14.21,20.31,29.95,188.26
Antipolo City,206.18,59.29,36.66,59.88,55.59,187.08
Baras,233.52,56.35,33.7,49.97,43.25,170.6
Binangonan,232.57,39.1,23.71,30.58,30.24,151.35
Cainta,100.15,22.49,13.96,21.01,29.82,186.17
Cardona,248.62,45.62,26.49,34.19,31.14,148.27
Jala-Jala,283.54,67.82,36.47,49.6,42.89,151.51
Morong,197.95,42.76,25.19,37.33,35.09,176.09
Pililla,282.36,66.8,38.27,53.78,43.52,158.09
Rodriguez,231.01,68.67,43.52,72.39,75.17,207.87
San Mateo,163.34,37.6,24.74,42.65,45.35,188.4
Tanay,266.96,78.06,48.22,74.09,58.61,174.8
Taytay,132.13,19.18,12.29,16.35,28.31,187.23
Teresa,169.02,35.98,20.12,30.87,33.31,184.94
Romblon,168.98,85.95,42.56,49.03,53.43,161
Alcantara,167.65,75.07,35.9,37.69,51.81,178.57
Banton,162.31,74.77,36.8,34.77,46.05,152.44
Cajidiocan,184.99,117.03,57.11,77.11,60.05,162.91
Calatrava,168.42,84.09,42.22,47.26,56.14,163.1
Concepcion,118.99,49.81,29.73,22.55,31.6,103.29
Corcuera,151.55,80.72,46.89,37.26,50.16,137.47
Ferrol,162.66,60.76,29.1,28.5,48.08,184.67
Looc,173.12,71.89,37.7,36.11,49.34,170.07
Magdiwang,171.12,111.29,50.26,74.42,60.95,166.74
Odiongan,168.99,68.09,32.18,34.58,51.82,186.25
Romblon,171.03,98,51.88,60.7,60.65,127.35
San Agustin,168.56,84.96,38.45,47.68,56.35,168.26
San Andres,170.5,77.5,42.78,42.68,53.97,161.91
San Fernando,175.44,103.5,48.24,67.75,55.74,156.36
San Jose,197.65,95.58,52.17,46.77,50.76,163.29
Santa Fe,167.65,79.9,45.88,39.38,49.55,150.51
Santa Maria,165.13,78.93,34.03,39.6,53.17,187.35
Samar,506.13,369.34,227.78,245.01,158.11,191.82
Almagro,275.54,211.7,127.52,124.28,81.25,114.82
Basey,560.51,410.85,266.14,265.05,174.77,192.73
Calbayog City,506.51,356.62,214.26,237.39,161.51,193.37
Calbiga,564.54,385.4,250.87,271.85,174.23,198.14
Catbalogan City,366.54,285.3,163.31,174.22,114.84,151.9
Daram,425.72,348.88,210.71,198.83,126.54,171.29
Gandara,514.65,373.45,227.03,253.12,167.89,201.36
Hinabangan,591.68,402.18,258.93,296.49,187.64,220.22
Jiabong,460.62,339.18,197,232.67,149.79,187.44
Marabut,549.34,431.16,261.18,244.82,168.17,173.65
Matuguinao,586.39,421.07,244.96,303.51,172.36,217.08
Motiong,502.3,362.55,217.63,257.33,163.22,199.72
Pagsanghan,455.62,346.44,213.61,213.86,144.73,182.35
Paranas,554.68,394.92,247.15,286.53,176.05,212.87
Pinabacdao,556.63,388.7,254.25,273.41,172.44,195.71
San Jorge,500.56,363.86,221.04,251.44,165.78,203.17
San Jose de Buan,570.94,400.13,244.35,294.62,180.86,227.22
San Sebastian,520.66,359.28,220.11,239.61,154.62,181.61
Santa Margarita,492.91,342.37,219.07,224.34,164.03,193.79
Santa Rita,516.66,393.93,253.25,235.55,150.47,179.07
Santo Nino,379.61,292.69,179.3,179.32,120.72,175.44
Tagapul-An,327.4,249.72,143.72,154.87,94.15,159.87
Talalora,488.64,370.07,228.92,221.36,135.42,180.57
Tarangnan,409.85,342.7,204.43,193.29,132.57,178.59
Villareal,505.23,375.23,237.04,235.63,149.04,177.14
Zumarraga,422.53,329.32,191.74,195.29,123.88,164.54
Sarangani,134.25,123.17,95.15,112.33,100.29,144.59
Alabel,135.97,119.3,97.79,101.08,80.39,131.18
Glan,134.24,137.7,90.52,111.72,98.33,127.08
Kiamba,146.19,107.36,93.89,118.79,123.22,169.4
Maasim,83.66,119.17,83.72,93.78,83.1,138.89
Maitum,145.93,108.43,101.05,136.2,148.91,188.75
Malapatan,153.41,142.12,101.21,118.5,96.01,135.55
Malungon,141.92,117.49,100.1,112.47,88.14,141.93
Shariff Kabunsuan,157.99,109.89,112.07,152.34,168.74,254.71
Barira,189.47,128.76,132.11,193.1,200.99,319.49
Buldon,208.48,131.26,140.52,193.52,202.78,315.82
Datu Blah T. Sinsuat,154.67,101.37,100.4,143.62,149.5,227.49
Datu Odin Sinsuat,125.74,93.58,98.22,123.9,150.51,224.41
Kabuntalan,150.82,102.68,103.99,130.14,143.25,221.99
Matanog,194.76,127.66,131.07,203.75,206.04,331.75
Northern Kabuntalan,158.96,109.19,115.86,139.13,149.55,227.2
Parang,156.51,114.4,112.13,156.18,184.55,261.79
Sultan Kudarat,140.09,115.25,112.61,142.11,172.71,252.61
Sultan Mastura,150.3,115.42,110.67,143.41,179.9,261.99
Upi,135.03,95.67,97.28,135.32,151.05,221.49
Siquijor,122.26,108.33,64.56,87.91,47.82,86.78
Enrique Villanueva,126.19,108.89,67.42,104.34,51.51,91.07
Larena,127.9,110.65,67.44,100.83,50.97,91.62
Lazi,91.23,86.23,49.23,66.17,36.99,64.71
Maria,128.12,117.64,67.4,88.06,50.37,88.14
San Juan,130.34,112.68,68.88,79.43,47.27,96.29
Siquijor,130.31,112.88,67.74,89.82,49.7,91.35
Sorsogon,456.22,298.07,198.13,174.63,117.5,155.77
Barcelona,515.82,319.78,239.44,198.84,104.01,136.77
Bulan,433.03,287.11,183.94,163.5,113.13,150.13
Bulusan,517.65,323,217.02,211.18,120.08,162.89
Casiguran,500.15,349.96,237.6,212.67,131.5,157.21
Castilla,397.23,260,176.84,141.07,110.52,150.49
Donsol,388.17,225.05,144.82,118.74,94.51,167.08
Gubat,502.12,321.1,236.93,193.32,112.5,133.99
Irosin,483.26,316.39,205.32,200.76,121.93,161.67
Juban,486.43,336.85,222.4,201.92,133.76,160.96
Magallanes,467.24,303.09,201.19,169.95,124.58,154.48
Matnog,461.33,302.16,185.83,177.53,115.42,157.98
Pilar,380.71,240.73,162.95,130.26,103.97,159.41
Prieto Diaz,488.66,327.75,221.56,187.25,125.34,148.11
Santa Magdalena,487.69,311.94,199.4,190.7,118.25,155.51
Sorsogon City,470.08,321.3,210.07,188.7,132.82,161.72
South Cotabato,115.65,104.39,98.35,112.19,101.39,166.42
Banga,98.94,99.05,94.95,106.69,99.54,160.24
General Santos City,71.74,102.25,80.83,70.18,61.71,124.22
Koronadal City,113.83,96.71,98.55,112.3,96.39,167.41
Lake Sebu,143.68,112.6,112.45,144.2,139.92,194.33
Norala,97.7,94.4,94.9,108.36,99.06,171.73
Polomolok,77.57,102.65,87.59,81.13,72.94,139.27
Santo Nino,90.81,99.58,100.34,112.5,108.34,168.05
Surallah,112.31,105.02,103.63,120.61,113.84,172.22
Tampakan,151.8,103.08,102.44,120.01,95.95,164.74
Tantangan,110.86,91.76,92.14,110.73,87.19,180.99
T'Boli,125.3,111.43,94.63,107.82,99.32,163.8
Tupi,125.04,104.13,101.16,113.6,94.14,165.98
Southern Leyte,458.83,423.84,239.15,244,159.68,135.14
Anahawan,499.42,455.17,264.89,279.7,179.08,140.96
Bontoc,415.31,378.84,215.47,211.73,150.94,132.17
Hinunangan,489.67,442.82,228.11,271.01,183.64,144.36
Hinundayan,492.2,456.81,245.52,269.78,180.25,136.86
Libagon,477.25,427.13,245.94,255.47,168.05,140.04
Liloan,491.38,458.31,275.62,262.62,164.18,131.56
Limasawa,314.1,291.12,174.7,149.94,96.47,73.7
Maasin City,383,350.18,212.15,201.2,105.95,121.12
Macrohon,398.58,399.57,236.18,200.74,112.84,117.06
Malitbog,438.46,384.57,237.31,217.1,132.91,129.23
Padre Burgos,440.92,405.32,245.04,210.73,130.65,124
Pintuyan,472.25,490.68,289.32,286.39,164.17,124.12
Saint Bernard,488.8,430.09,252.55,265.39,173.24,139.4
San Francisco,500.54,469.3,276,261.27,166.74,129.93
San Juan,421.05,444.55,269.03,231.73,155.38,118.88
San Ricardo,504.67,499.24,292.93,300.11,179.88,131.98
Silago,501.06,463.98,210.97,264.03,201.97,165.06
Sogod,482.68,427.78,214.68,249.5,190.66,156.25
Tomas Oppus,430.24,377.52,229.27,221.39,143.06,130.88
Sultan Kudarat,128.05,106.2,107.37,137,136.45,201.66
Bagumbayan,130.85,103.76,113.72,137.19,133.54,197.94
Buluan Lake,143.14,93.42,86.37,103.47,79.49,183.14
Columbio,144.24,110.38,100.97,112.85,95.15,178.29
Esperanza,132.63,100.25,101.62,140.13,131.4,214.71
Isulan,142.24,101.82,108.22,140.02,141.1,209.7
Kalamansig,133,114.17,128.02,164.68,180.81,223.06
Lambayong,87.84,93.9,85.34,113.63,113.41,208.88
Lebak,127.89,110.8,111.72,150.13,161.06,215.97
Lutayan,125.06,95.88,91.95,105.6,88.48,172.46
Palimbang,135.52,116.54,115.1,156.54,174.28,205.86
President Quirino,104.87,93.11,84.77,112.35,83.4,194.6
Sen. Ninoy Aquino,110.04,112.82,119.03,150.51,159.32,199.36
Tacurong City,100.63,93.13,85.31,115.82,92.47,190.09
Sulu,130.46,100.84,86.51,95.73,116.35,142.5
Hadji Panglima Tahil,123.39,84.55,74.13,89.88,113.73,135.32
Indanan,151.22,124.51,111.23,119.38,171.37,222.28
Jolo,153.23,126.48,112.15,122.87,172.84,217.14
Kalingalan Caluang,130.56,115.09,99.2,107.89,128.82,149.45
Lugus,113.73,97.3,98.16,105.23,115.94,143.59
Luuk,118.17,113.82,93.9,102.25,122.59,143.61
Maimbung,145.18,123.82,112.12,123.48,167.31,211.2
Old Panamao,130.39,112.66,98.03,108.69,136.1,156.24
Pandami,106.16,65.9,62.85,73.47,76.47,93.54
Panglima Estino,132.74,114.29,101.46,112.98,143.07,165.04
Pangutaran,155.24,74.24,58.93,66.55,85.23,109.93
Parang,151.32,113.01,105.76,115.55,159.01,196.71
Pata,137.79,115.92,102.05,107.55,128.04,158.41
Patikul,143.19,120.07,103.83,113.65,154.92,200.71
Siasi,120.01,123.4,114.25,117.4,113.39,139.41
Talipao,136.51,120.34,108.47,121.61,156.26,189.46
Tapul,129.71,107.03,105.24,107.69,124.23,147.25
Tongkil,99.09,110.98,77.4,88.88,96.13,114.11
Surigao del Norte,509.14,537.11,342.6,315.22,230.73,142.41
Alegria,575.05,552.66,399.93,342.12,263.57,142.21
Bacuag,532.28,553.13,374.89,337.28,262.6,127.48
Burgos,517.01,542.54,300.59,265.35,207.27,158.4
Claver,569.23,560.06,402.12,353.1,254.44,157.4
Dapa,482.29,515.23,319.31,277.68,213.24,169.31
Del Carmen,463.33,528.82,310.29,259.58,191.15,160.81
General Luna,492.77,543.74,349.64,256.11,232.3,182.91
Gigaquit,519.61,530.14,365.06,316.69,238.6,133.29
Mainit,540.9,537.47,370.9,332.2,247.05,126.63
Mainit Lake,554.46,542.02,374.32,314.64,250.29,128.09
Malimono,513.8,522.58,356.06,319.26,209.72,128.76
Pilar,488.53,527.03,311.53,270.2,207.57,168.41
Placer,498.95,539.82,344.5,333.79,238.9,124.94
San Benito,515.01,559.65,301.71,278.08,208.13,159.94
San Francisco,482.99,506.93,323.13,357.51,221.67,119.61
San Isidro,494.22,544.31,302.67,271.48,207.06,163.51
Santa Monica,514.3,546.18,298.74,270.5,205.89,157.59
Sison,496.61,524.6,339.14,353.95,238.62,121.99
Socorro,485.25,529.82,333.62,299.98,224.76,160.28
Surigao City,468.89,530.26,307.95,332.68,225.09,121.6
Tagana-An,500.37,541.17,324.67,337.42,247.5,127.34
Tubod,537.65,546.77,373.54,333.57,261.76,123.55
Surigao del Sur,562.6,598.51,394.63,374.63,274.39,219.46
Barobo,585.55,610.01,369.58,380.01,292.78,243.93
Bayabas,532.52,624.99,393.08,359.9,266.92,209.46
Bislig City,571.7,593.56,358.23,378.1,325.38,262.84
Cagwait,553.98,625.44,400.97,377.22,276.55,220.27
Cantilan,559.84,566.85,412.33,353.27,244.8,181.78
Carmen,584.64,583.62,420.6,382.66,248.92,191.45
Carrascal,579.95,565.16,413.4,358.8,255.38,174.39
Cortes,534.63,553.51,383.03,318.21,227.1,176.01
Hinatuan,612.67,606.31,367.7,361.47,334.92,271.62
Lanuza,562.47,575.31,406.06,364.19,241.15,189.61
Lianga,551.81,611.17,377.4,391.32,265.17,232.34
Lingig,513.63,564.54,348.59,343.85,303.14,242.92
Madrid,588.03,583.58,426.05,380.84,254.47,187.72
Marihatag,568.64,628.56,399.84,382.95,276.87,227.53
San Agustin,558.01,618.69,392.84,381,273.1,238.8
San Miguel,537.36,622.29,417.89,411.71,267.05,222.14
Tagbina,594.38,604.4,369.58,389.04,310.18,264.45
Tago,543.92,627.74,412.17,391.81,270.44,218.03
Tandag City,543.41,601.66,409.93,376.64,253.86,197.68
Tarlac,18.08,4.26,7.56,21.42,54.52,237.92
Anao,9.01,3.49,3.71,16.06,54.04,248.95
Bamban,29.65,4.45,7.32,21.34,48.03,239.32
Camiling,14.05,3.46,8.45,30.83,63.05,248.2
Capas,20.78,4,7.14,18.78,49.8,235.56
Concepcion,19.78,6.73,8.45,19.16,44.42,215.53
Gerona,5.57,3.79,5.6,16.48,49.94,229.36
La Paz,15.06,6.81,7.75,18.67,46.51,217.09
Mayantoc,30.63,3.78,12.21,31.55,69.09,258.26
Moncada,7.89,3.14,3.59,17.04,54.66,245.4
Paniqui,5.76,3.14,4.33,17.03,52.06,239.69
Pura,5.9,4.06,4.79,15.5,49.15,238.33
Ramos,5.97,3.46,3.62,14.86,50.3,243.91
San Clemente,23.23,3.72,10.98,37.34,72.6,255.18
San Jose,28.5,3.67,8.81,22.33,59.13,245.78
San Manuel,9.15,3.38,2.98,17.49,59.03,243.75
Santa Ignacia,12.18,3.28,7.96,22.2,55,235.4
Tarlac City,14.37,5.87,8.02,19.2,50.6,220.05
Victoria,8.02,5.62,6.29,15.96,48.37,228.45
Tawi-Tawi,188.23,126.1,102.68,110.91,106.44,141.39
Bongao,182.17,125.6,111.65,119.35,111.54,180.48
Languyan,186.37,96.88,89.15,105.9,114.89,159.17
Mapun,273,223.51,72.94,83.66,91.62,126.6
Panglima Sugala,177.83,116.38,102.6,112.26,113.07,166.29
Sapa-Sapa,190.29,117.72,111.24,123.58,123.13,165.87
Sibutu,202.22,118.86,130.48,137.71,116.43,138.32
Simunul,188.23,122.46,123.37,130.67,109.17,140.14
Sitangkai,201.94,109.7,131.39,143.27,118.89,133.36
South Ubian,143,113.01,83.95,100.99,98.01,103.11
Tandubas,190.21,112.08,99.19,114.84,118.57,149.05
Turtle Islands,163.33,173.46,103.24,65.01,43.69,58.67
Zambales,28.41,3.14,3.67,14.98,41.3,249.54
Botolan,21.02,2.89,4.74,15.44,44.43,248.07
Cabangan,17.99,2.37,1.37,5.9,36.42,255.23
Candelaria,31.9,3.59,6.3,29.75,63.18,263.26
Castillejos,31.81,2.79,2.92,5.2,26.02,252.39
Iba,28.11,3.19,2.08,14.33,44.41,243.12
Masinloc,26.81,3.4,4.67,23.34,55.8,252.41
Olongapo City,52.78,3.52,3.05,5.92,25.32,244.3
Palauig,28.58,3.34,3.55,19.27,47.83,228.98
San Antonio,19.48,2.55,1.41,2.6,19.11,251.69
San Felipe,12.52,2.06,1.23,5.54,32,248.47
San Marcelino,35.17,3.11,4,13.47,37.02,249.23
San Narciso,12.95,1.84,0.97,2.82,24.33,236.52
Santa Cruz,22.41,3.86,4.27,25.03,51.3,248.43
Subic,45.74,3.33,3.33,6.77,25.34,254.52
Zamboanga del Norte,215.6,122.07,91.08,121.68,113.03,188.82
Bacungan,201.64,109.94,112.5,143.87,143.85,240.64
Baliguian,200.25,103.02,72.56,118.8,121.02,207.33
Dapitan City,229.56,133.75,76.45,93.87,79.33,129.37
Dipolog City,300.78,158.67,95.54,126.25,109.71,172.57
Godod,196.27,125.64,111.45,165.31,170.76,249.37
Gutalac,177.05,107.14,75.31,121.15,118.32,186.52
Jose Dalman,222.05,121.07,89.21,107.09,93.06,170.09
Kalawit,170.39,118.23,86.31,139.85,139.04,210.22
Katipunan,282.33,148.43,99.57,132.12,112.77,183.13
La Libertad,277.74,157.74,104.07,127.75,100.07,153.75
Labason,174.44,114.66,87.6,133.28,130.31,196.17
Liloy,172.91,115.8,94.04,135.93,135.72,188.71
Manukan,248.58,131.6,89.32,112.28,94.46,168.08
Mutia,302.04,165.58,121.62,143.4,109.05,167.12
Pinan,297.71,159.18,109.42,136.19,113.17,173.52
Polanco,301.68,159.21,94.44,125.87,110.4,168.5
Pres. Manuel A. Roxas,274.82,144.96,95.27,124.54,104.16,177.76
Rizal,258.7,152.15,95.17,115.61,87.65,132.9
Salug,175.23,115.3,103.1,142.24,146.06,199.13
Sergio Osmena Sr.,289.3,154.65,118.97,147.11,114.69,187.62
Siayan,220.65,118.12,112.27,136.23,125.94,221.06
Sibuco,104.82,81.71,66.63,65.23,69.03,164.68
Sibutad,247.81,148.71,85.99,105.83,82.31,136.33
Sindangan,180.78,105.48,95.07,106.34,96.21,193.89
Siocon,224.25,91.77,62.65,110.08,115.8,205.3
Sirawai,200.61,86.33,63.56,101.36,109.61,203.99
Tampilisan,168.24,123.79,96.03,153.32,152.68,224.47
Zamboanga del Sur,203.62,129.14,109.06,141.15,133.85,232.31
Aurora,251.6,168.07,136.82,168.92,128.73,210.65
Bayog,224.01,127.47,124.02,169.38,171.04,295.51
Dimataling,181.28,126.78,96.35,146.1,153.63,277.13
Dinas,193.53,131.05,103.31,148.49,151.4,273.19
Dumalinao,219.29,137.2,116.1,153.78,141.62,263.21
Dumingag,247.47,138.09,119.28,147.12,126.56,201.79
Guipos,210.96,133.07,112.39,154.13,147.08,277.81
Josefina,301.65,183.89,139.79,162.42,121.13,187.42
Kumalarang,221.72,131.31,115.74,163.97,159.79,304.67
Labangan,235.22,145.54,128.62,162.95,137.31,243.1
Lakewood,234.65,130.99,125.81,168.17,161.41,296.42
Lakewood Lake,233.95,132.42,123.01,172.27,160.19,303.44
Lapuyan,214.83,131.93,107.14,159.88,158.09,286.86
Mahayag,267.61,161.3,128.55,155.03,124.72,194
Margosatubig,184.93,129.3,96.02,147.77,163.33,285.24
Midsalip,240.88,134.16,130.14,157.46,144.88,236.42
Molave,268.36,169.2,131.68,156.2,124.68,189.31
Pagadian City,233.09,139.16,127.23,164.19,146.1,263.96
Pitogo,149.22,108.72,79.38,125.25,135.99,234.36
Ramon Magsaysay,251.55,157.27,131.79,159,133.18,213.13
San Miguel,216.51,132.53,108.15,157.51,154.51,284.45
San Pablo,202.32,134.58,108.75,148.43,143.53,267.84
Sominot,248.15,146.05,129.18,157.96,140.45,225.97
Tabina,164.71,119.04,90.85,139.58,154.3,256.45
Tambulig,276.14,182.07,143.1,164.82,127.45,195.12
Tigbao,232.92,134.55,124.04,166.17,154.86,285.64
Tukuran,237.48,155.68,131.49,164.33,130.02,217.47
Vincenzo A. Sagun,184.39,128.1,93.77,147.3,157.02,284.06
Zamboanga City,104.71,80.43,66.11,74.61,90.01,158.68
Zamboanga Sibugay,184.61,122.44,94.41,152.5,156.29,261.69
Alicia,194.55,130.93,102.8,177.04,174.97,301.57
Buug,220.21,129.58,115.55,161.87,165.13,306.3
Diplahan,206.72,130.8,110.71,161.01,172.87,294.44
Imelda,199.73,131.48,105.52,169.72,170.03,300.27
Ipil,171.13,120.68,87.76,141.83,143.12,232.69
Kabasalan,205.76,132.57,108.37,175.48,179.5,282.05
Mabuhay,181.05,127.26,99.34,170.84,172.21,290.21
Malangas,203.36,129.5,103.9,163.99,166.43,292.59
Naga,167.41,121.21,90.26,153.03,153.81,241.85
Olutanga,157.58,124.26,90.52,150.17,161.16,261.33
Payao,182.8,124.07,95.41,158.18,159,269.37
Roseller Lim,174.16,110.3,78.01,126.26,129.24,219.06
Siay,193.64,130.99,103.6,162.75,168.73,284.31
Talusan,170.28,124.54,95.49,160.84,165.55,273.03
Titay,167.97,122.89,90.18,149.27,149.84,230.02
Tungawan,170.68,98.61,69.4,109.78,119.16,205.8
